,artists,album_name,track_name,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
2693,Shaggy;Rik Rok,Hot Shot,It Wasn't Me,227600,False,0.853,0.606,0,-4.596,1,0.0713,0.0561,0.0,0.313,0.654,94.759,4,reggae
2694,Pritam;Mohit Chauhan,Jab We Met,Tum Se Hi,321225,False,0.609,0.538,6,-7.842,1,0.0273,0.328,0.0,0.125,0.608,130.015,4,indian
2695,Matt Sassari,Give It To Me (Full Vocal Mix),Give It To Me - Full Vocal Mix,102860,False,0.874,0.869,1,-5.996,0,0.0315,0.00116,0.00238,0.164,0.726,126.027,4,techno
2696,Sam Tinnesz;Yacht Money,Play with Fire (feat. Yacht Money),Play with Fire (feat. Yacht Money),180690,False,0.573,0.539,2,-6.091,0,0.0322,0.0162,1.16e-05,0.105,0.39,75.012,4,rock
2697,Novo Amor,Bathing Beach,Anchor,257533,False,0.457,0.407,9,-11.475,1,0.0308,0.805,0.884,0.126,0.126,117.053,4,indie
2698,Weezer,Weezer,Buddy Holly,159226,False,0.556,0.92,8,-4.606,1,0.0367,0.00271,0.00021,0.117,0.771,121.138,4,power-pop
2699,Jonas Brothers,Happiness Begins,Sucker,181026,False,0.842,0.734,1,-5.065,0,0.0588,0.0427,0.0,0.106,0.952,137.958,4,dance
2700,David Guetta;Afrojack;Bebe Rexha;Nicki Minaj,Listen,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",192560,False,0.596,0.73,9,-4.091,1,0.151,0.24,0.0,0.325,0.525,85.979,4,pop
2701,Mother Mother,O My Heart,Hayloft,181680,False,0.527,0.922,9,-2.666,0,0.0728,0.00475,0.000162,0.422,0.49,95.975,4,indie
2702,Hoobastank,The Reason (15th Anniversary Deluxe),The Reason,232800,False,0.472,0.671,4,-4.649,1,0.029,0.0129,0.0,0.159,0.0681,82.952,4,rock
2703,Chris Stapleton,Traveller,Tennessee Whiskey,293293,False,0.392,0.37,9,-10.888,1,0.0298,0.205,0.0096,0.0821,0.512,48.718,4,country
2704,Elton John,Madman Across The Water,Tiny Dancer,377093,False,0.414,0.428,0,-11.097,1,0.0278,0.382,0.000243,0.148,0.282,145.075,4,piano
2705,AP Dhillon;Gurinder Gill;Intense,Excuses,Excuses,176232,False,0.837,0.717,5,-7.749,0,0.0822,0.0842,0.0,0.149,0.494,94.984,4,hip-hop
2706,Travis Scott,Birds In The Trap Sing McKnight,goosebumps,243836,True,0.841,0.728,7,-3.37,1,0.0484,0.0847,0.0,0.149,0.43,130.049,4,hip-hop
2707,Vundabar,Gawk,Alien Blues,155933,False,0.467,0.757,3,-5.093,1,0.033,0.0807,0.908,0.0876,0.433,82.282,4,indie
2708,Sidhu Moose Wala,The Last Ride,The Last Ride,262247,False,0.792,0.647,10,-5.447,0,0.334,0.0299,0.0,0.119,0.638,89.029,4,hip-hop
2709,Zion & Lennox,Motivando a la Yal,Yo Voy (feat. Daddy Yankee),232019,False,0.808,0.697,10,-5.899,1,0.241,0.041,0.0,0.0546,0.554,95.06,4,reggaeton
2710,Labrinth,Euphoria (Original Score from the HBO Series),Formula,91869,False,0.574,0.664,11,-6.068,1,0.0409,0.0448,0.0553,0.146,0.226,144.654,4,indie-pop
2711,Lykke Li,sex money feelings die (slowed version),sex money feelings die - slowed version,168810,True,0.797,0.44,5,-6.587,0,0.0594,0.471,1.57e-06,0.0849,0.436,111.014,4,indie
2712,Mark Morrison,Return of the Mack,Return of the Mack,213093,False,0.715,0.833,2,-5.379,1,0.108,0.00631,0.0,0.164,0.612,95.487,4,british
2713,One Direction,FOUR (Deluxe),Night Changes,226600,False,0.672,0.52,8,-7.747,1,0.0353,0.859,0.0,0.115,0.37,120.001,4,pop
2714,Megan Moroney,Tennessee Orange,Tennessee Orange,223119,False,0.38,0.488,9,-6.637,1,0.029,0.126,7.23e-06,0.115,0.268,156.031,3,country
2715,Adele,Skyfall,Skyfall,286480,False,0.346,0.552,0,-6.864,0,0.0282,0.417,0.0,0.114,0.0789,75.881,4,soul
2716,Don Henley,Building The Perfect Beast,The Boys Of Summer,288733,False,0.516,0.549,6,-13.741,1,0.0373,0.501,0.00572,0.184,0.907,176.941,4,country
2717,XXXTENTACION,?,Moonlight,135090,True,0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009,4,hip-hop
2718,The Rah Band,Going Up,Messages from the Stars,254080,False,0.649,0.821,7,-2.957,1,0.0329,0.0562,0.00271,0.318,0.698,113.489,4,funk
2719,Halsey,So Good,So Good,176058,False,0.576,0.627,3,-4.649,0,0.0449,0.0385,0.0,0.181,0.311,164.998,4,indie-pop
2720,Eminem,The Eminem Show,Without Me,290320,True,0.908,0.669,7,-2.827,1,0.0738,0.00286,0.0,0.237,0.662,112.238,4,hip-hop
2721,AP Dhillon;Gurinder Gill;Intense,Excuses,Excuses,176232,False,0.837,0.717,5,-7.749,0,0.0822,0.0842,0.0,0.149,0.494,94.984,4,pop
2722,Aretha Franklin,Aretha Now,I Say a Little Prayer,216773,False,0.592,0.355,9,-14.051,1,0.0352,0.478,0.0,0.0585,0.499,133.032,4,jazz
2723,TWICE,Summer Nights,What is Love,208240,False,0.574,0.909,8,-1.573,1,0.0658,0.0987,0.0,0.264,0.569,169.966,4,k-pop
2724,BLACKPINK,BORN PINK,Pink Venom,186964,False,0.794,0.719,0,-7.227,1,0.0761,0.0119,0.0,0.276,0.69,90.016,4,pop
2725,Toploader,Onka's Big Moka,Dancing in the Moonlight,232693,False,0.632,0.856,10,-3.463,1,0.0348,0.0624,0.0,0.347,0.867,119.397,4,british
2726,Red Hot Chili Peppers,By the Way (Deluxe Edition),By the Way,216933,False,0.451,0.97,0,-4.938,1,0.107,0.0264,0.00355,0.102,0.198,122.444,4,alt-rock
2727,Calvin Harris,18 Months,Feel So Close - Radio Edit,206413,False,0.707,0.924,7,-2.842,1,0.031,0.000972,0.00703,0.204,0.919,127.937,4,electro
2728,Fresh,Chop (Nouvelle École),Chop (Nouvelle École),195560,True,0.745,0.801,3,-6.545,0,0.724,0.439,1.13e-06,0.519,0.486,143.011,4,french
2729,Ellie Goulding,Fifty Shades Freed (Original Motion Picture Soundtrack),Love Me Like You Do,253520,False,0.489,0.597,5,-6.633,0,0.0292,0.27,0.0,0.105,0.324,95.012,4,electro
2730,Lauren Spencer Smith,Narcissist,Narcissist,172878,True,0.58,0.485,3,-5.438,1,0.0312,0.696,0.0,0.0959,0.158,113.797,4,singer-songwriter
2731,Anuel AA;Romeo Santos,Ella Quiere Beber (Remix),Ella Quiere Beber - Remix,219357,False,0.75,0.665,8,-3.083,1,0.124,0.265,0.0,0.0515,0.697,95.239,4,reggaeton
2732,Ashe,Moral of the Story,Moral of the Story,201083,True,0.572,0.406,10,-8.624,1,0.0427,0.587,4.48e-06,0.102,0.265,119.812,4,electro
2733,Imagine Dragons,Origins (Deluxe),Bad Liar,260773,False,0.383,0.637,3,-6.993,1,0.0703,0.0722,0.0,0.368,0.0827,177.913,4,rock
2734,The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,Reflections,244013,False,0.648,0.594,11,-7.027,0,0.0293,0.114,0.0462,0.116,0.544,113.983,4,alternative
2735,XXXTENTACION;Trippie Redd,17,Fuck Love (feat. Trippie Redd),146520,True,0.797,0.533,0,-9.74,0,0.0412,0.0172,0.000152,0.103,0.329,131.036,4,hip-hop
2736,Regard;Years & Years,Hallucination,Hallucination,174794,True,0.687,0.788,6,-5.142,0,0.0352,0.0121,0.0,0.358,0.669,123.02,4,edm
2737,Cage The Elephant,Melophobia,Come a Little Closer,229346,False,0.44,0.778,1,-1.786,0,0.0327,0.0265,1.04e-06,0.151,0.304,148.038,4,blues
2738,Billy Joel,An Innocent Man,Uptown Girl,197706,False,0.701,0.944,4,-2.986,1,0.0455,0.0755,0.0,0.601,0.792,128.993,4,songwriter
2739,Arctic Monkeys,AM,Knee Socks,257563,False,0.665,0.542,11,-8.323,0,0.033,0.123,0.00291,0.342,0.587,97.975,4,indie
2740,OneRepublic,Native,Counting Stars,257266,False,0.664,0.705,1,-4.972,0,0.0382,0.0654,0.0,0.118,0.477,122.016,4,rock
2741,Soft Cell,Non-Stop Erotic Cabaret,Tainted Love,153800,False,0.5,0.501,0,-8.284,0,0.0376,0.462,0.0,0.26,0.623,144.438,4,synth-pop
2742,Arctic Monkeys,Body Paint,Body Paint,290584,False,0.56,0.313,7,-11.653,0,0.0627,0.567,0.0,0.0767,0.254,144.745,4,garage
2743,Charlie Puth;Selena Gomez,Nine Track Mind,We Don't Talk Anymore (feat. Selena Gomez),217706,False,0.728,0.563,1,-8.053,0,0.134,0.621,0.0,0.179,0.352,100.017,4,pop
2744,Chris Lorenzo;High Jinx,California Dreamin' (feat. High Jinx),California Dreamin' (feat. High Jinx),196899,False,0.685,0.911,9,-4.977,1,0.144,0.00552,0.0247,0.285,0.351,128.02,4,groove
2745,Robin Schulz;Francesco Yates,Sugar,Sugar (feat. Francesco Yates),219043,False,0.636,0.815,5,-5.098,0,0.0581,0.0185,0.0,0.163,0.636,123.063,4,edm
2746,Neil Diamond,Sweet Caroline,Sweet Caroline,203573,False,0.529,0.127,11,-16.066,1,0.0274,0.611,0.000109,0.237,0.578,63.05,4,folk
2747,Alec Benjamin,Narrated For You,Water Fountain,218893,False,0.723,0.504,8,-5.572,1,0.0392,0.388,7.4e-05,0.087,0.551,133.975,4,electro
2748,Norah Jones,Come Away With Me (Super Deluxe Edition),Come Away With Me,198226,False,0.436,0.141,0,-13.271,1,0.0308,0.902,2.81e-06,0.126,0.146,76.64,3,jazz
2749,Crystal Castles,(III),Transgender,184760,False,0.522,0.914,7,-8.285,1,0.0379,0.000164,0.847,0.24,0.0364,137.939,3,r-n-b
2750,Rels B,SHORTY QUE TE VAYA BN <3,SHORTY QUE TE VAYA BN <3,219681,False,0.68,0.527,0,-6.748,1,0.11,0.232,0.000402,0.115,0.192,88.958,4,spanish
2751,Lil Nas X,7 EP,Old Town Road,113000,False,0.907,0.53,1,-6.112,1,0.127,0.0578,2.23e-06,0.101,0.507,135.998,4,hip-hop
2752,Led Zeppelin,Led Zeppelin III (Remaster),Immigrant Song - Remaster,146250,False,0.564,0.932,11,-10.068,1,0.0554,0.013,0.169,0.349,0.619,112.937,4,rock
2753,Camilo,De Adentro Pa Afuera,Aeropuerto,177626,False,0.69,0.58,0,-4.395,1,0.199,0.0328,0.0,0.328,0.708,197.635,4,reggaeton
2754,Justin Bieber,Purpose (Deluxe),Love Yourself,233720,False,0.609,0.378,4,-9.828,1,0.438,0.835,0.0,0.28,0.515,100.418,4,pop
2755,Rage Against The Machine,Rage Against The Machine - XX (20th Anniversary Special Edition),Killing In The Name,313573,True,0.466,0.833,7,-4.215,1,0.304,0.0266,0.0,0.0327,0.661,88.785,4,alt-rock
2756,The Verve,Urban Hymns (Remastered 2016),Bitter Sweet Symphony,357266,False,0.356,0.917,9,-6.006,1,0.0479,0.0335,0.0,0.406,0.518,171.176,4,r-n-b
2757,Glass Animals,Dreamland (+ Bonus Levels),Heat Waves,238805,False,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4,indie-pop
2758,Stray Kids,GO LIVE,God’s Menu,167922,False,0.689,0.771,5,-3.618,1,0.0548,0.00776,0.0,0.521,0.482,157.052,4,k-pop
2759,Frank Ocean,Blonde,Pink + White,184516,False,0.545,0.545,9,-7.362,1,0.107,0.667,5.48e-05,0.417,0.549,159.94,3,soul
2760,Clean Bandit;Zara Larsson,Symphony (feat. Zara Larsson),Symphony (feat. Zara Larsson),212459,False,0.707,0.629,0,-4.581,0,0.0563,0.259,1.6e-05,0.138,0.457,122.863,4,dance
2761,Marshmello;Halsey,Be Kind (with Halsey),Be Kind (with Halsey),172761,False,0.63,0.633,4,-7.088,1,0.0457,0.00776,0.0,0.0541,0.452,93.995,4,house
2762,Adele,30,Oh My God,225148,False,0.534,0.725,1,-3.906,1,0.046,0.091,0.0,0.0264,0.55,88.098,4,soul
2763,Bad Bunny;ROSALÍA,EL ÚLTIMO TOUR DEL MUNDO,LA NOCHE DE ANOCHE,203200,False,0.856,0.618,7,-4.892,1,0.286,0.0303,0.0,0.0866,0.391,81.993,4,latino
2764,Phantogram,Voices,Black Out Days,227160,False,0.542,0.795,4,-3.63,0,0.0368,0.00506,0.019,0.0851,0.431,92.234,4,indie
2765,Farruko,La 167,Pepas,287120,True,0.762,0.766,7,-3.955,1,0.0343,0.00776,6.98e-05,0.128,0.442,130.001,4,reggaeton
2766,Arctic Monkeys,AM,Snap Out Of It,193030,False,0.728,0.638,5,-6.455,0,0.0336,0.249,0.0,0.116,0.872,130.014,4,garage
2767,Zedd;Alessia Cara,Stay,Stay,210090,False,0.69,0.622,5,-5.025,0,0.0622,0.253,0.0,0.116,0.544,102.04,4,german
2768,PSY;SUGA,PSY 9th,That That (prod. & feat. SUGA of BTS),174646,False,0.905,0.962,4,-3.197,1,0.0856,0.0299,0.0,0.0272,0.906,129.969,4,hip-hop
2769,Troye Sivan,Angel Baby,Angel Baby,220779,False,0.559,0.559,11,-6.425,1,0.0358,0.0145,0.0,0.138,0.338,72.498,4,dance
2770,OneRepublic,Human (Deluxe),Someday,187888,False,0.576,0.679,0,-7.237,1,0.034,0.0311,0.0,0.323,0.213,121.005,4,rock
2771,Ariana Grande,Sweetener,no tears left to cry,205920,False,0.699,0.713,9,-5.507,0,0.0594,0.04,3.11e-06,0.294,0.354,121.993,4,dance
2772,Nirvana,Nevermind (Remastered),Something In The Way,232146,False,0.427,0.201,8,-13.044,1,0.0317,0.745,0.263,0.109,0.0668,105.218,4,alt-rock
2773,J Balvin;Dua Lipa;Bad Bunny;Tainy,UN DIA (ONE DAY) (Feat. Tainy),UN DIA (ONE DAY) (Feat. Tainy),232253,False,0.571,0.693,6,-8.234,0,0.0545,0.00536,0.0,0.173,0.393,168.169,4,latino
2774,Witt Lowry;Ava Max,Into Your Arms (feat. Ava Max),Into Your Arms (feat. Ava Max),186022,True,0.504,0.788,3,-4.113,0,0.215,0.0134,0.0,0.363,0.228,170.039,4,pop
2775,Arctic Monkeys,Body Paint,Body Paint,290584,False,0.56,0.313,7,-11.653,0,0.0627,0.567,0.0,0.0767,0.254,144.745,4,indie
2776,Calvin Harris;Dua Lipa,One Kiss (with Dua Lipa),One Kiss (with Dua Lipa),214846,False,0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,4,dance
2777,Bad Bunny,Un Verano Sin Ti,Yo No Soy Celoso,230704,True,0.872,0.588,0,-6.276,1,0.0492,0.275,0.0,0.17,0.93,142.004,4,reggaeton
2778,Linkin Park,LIVING THINGS,BURN IT DOWN,230253,False,0.585,0.972,9,-4.45,0,0.0534,0.0143,0.0,0.0707,0.585,110.006,4,metal
2779,Frank Ocean,Novacane,Novacane,302346,True,0.762,0.508,3,-9.112,1,0.0919,0.0584,0.00126,0.16,0.37,93.51,4,soul
2780,SEVENTEEN,SEVENTEEN 4th Album Repackage 'SECTOR 17',_WORLD,178453,False,0.709,0.809,2,-3.198,0,0.0541,0.312,0.0,0.0899,0.788,111.01,4,k-pop
2781,DJ Snake;Justin Bieber,Encore,Let Me Love You,205946,False,0.649,0.716,8,-5.371,1,0.0349,0.0863,2.63e-05,0.135,0.163,99.988,4,electro
2782,Bad Bunny;Rauw Alejandro,Un Verano Sin Ti,Party,227628,False,0.829,0.799,9,-5.389,1,0.0897,0.0151,0.000543,0.242,0.471,97.013,4,latino
2783,Lifehouse,Lifehouse,You And Me,195493,False,0.459,0.427,7,-7.734,1,0.0267,0.114,0.0,0.168,0.354,139.902,3,grunge
2784,Marshmello;CHVRCHES,Here With Me,Here With Me,156346,False,0.791,0.565,5,-3.933,0,0.0439,0.0623,0.0,0.156,0.181,99.961,4,edm
2785,Mitski,Bury Me At Makeout Creek,First Love / Late Spring,278640,False,0.445,0.543,0,-8.196,1,0.0272,0.000825,0.0137,0.202,0.102,99.963,4,indie-pop
2786,MEDUZA;Becky Hill;Goodboys,Lose Control,Lose Control,168387,False,0.598,0.526,10,-8.659,0,0.0415,0.129,0.0,0.14,0.529,123.935,4,electro
2787,Swedish House Mafia;The Weeknd,Paradise Again,Moth To A Flame (with The Weeknd),234000,False,0.553,0.659,8,-7.295,1,0.0391,0.0027,0.0,0.105,0.105,120.146,4,house
2788,Aaron Smith;Krono;Luvli,Dancin (feat. Luvli) [Krono Remix],Dancin (feat. Luvli) - Krono Remix,198053,False,0.72,0.741,10,-6.529,0,0.0287,0.101,1.41e-05,0.289,0.357,119.896,4,chicago-house
2789,Bad Bunny;Drake,MIA (feat. Drake),MIA (feat. Drake),210367,False,0.817,0.539,6,-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.062,4,reggae
2790,Calvin Harris,My Way,My Way,219159,False,0.818,0.913,4,-3.06,0,0.0426,0.093,3.69e-05,0.161,0.536,119.986,4,progressive-house
2791,Alan Walker,Different World,Faded,212106,False,0.468,0.627,6,-5.085,1,0.0476,0.0281,7.97e-06,0.11,0.159,179.642,4,electro
2792,The Who,Who's Next (Deluxe Edition),Baba O'Riley,300400,False,0.489,0.724,5,-8.367,1,0.0352,0.313,0.185,0.287,0.15,117.292,4,blues
2793,Red Hot Chili Peppers,Californication (Deluxe Edition),Scar Tissue,215906,False,0.595,0.717,0,-4.803,1,0.0295,0.0779,0.00274,0.108,0.547,88.969,4,funk
2794,Marshmello;Khalid,Silence,Silence,180822,False,0.52,0.761,4,-3.093,1,0.0853,0.256,4.96e-06,0.17,0.286,141.971,4,dance
2795,"Earth, Wind & Fire","The Best Of Earth, Wind & Fire Vol. 1",September,215093,False,0.697,0.832,9,-7.264,1,0.0298,0.168,0.00131,0.269,0.979,125.926,4,disco
2796,girl in red,October Passed Me By,October Passed Me By,165746,False,0.445,0.367,0,-13.086,1,0.0452,0.761,0.075,0.0987,0.202,155.675,4,indie
2797,Frank Ocean,channel ORANGE,Thinkin Bout You,200746,False,0.721,0.339,0,-11.195,1,0.0532,0.409,0.00153,0.0973,0.2,129.83,4,soul
2798,Cigarettes After Sex,Cigarettes After Sex,K.,320030,False,0.454,0.4,3,-10.261,1,0.0265,0.139,0.846,0.137,0.327,93.719,4,ambient
2799,Zach Bryan,Something in the Orange,Something in the Orange,228013,False,0.369,0.192,4,-12.151,0,0.04,0.555,8.35e-06,0.0954,0.148,175.212,3,country
2800,Myke Towers,Luces De Neón,Luces De Neón,219789,True,0.747,0.619,3,-6.009,1,0.0588,0.0865,2.03e-05,0.103,0.567,94.98,4,reggaeton
2801,Surf Curse,Freaks,Freaks,147062,False,0.345,0.941,9,-9.918,1,0.0466,3.84e-05,0.633,0.0511,0.407,179.626,4,indie
2802,Neon Trees,Picture Show,Everybody Talks,177280,False,0.471,0.924,8,-3.906,1,0.0586,0.00301,0.0,0.313,0.725,154.961,4,indie-pop
2803,Rauw Alejandro,VICE VERSA,Cúrame,164705,True,0.765,0.625,9,-3.599,0,0.0548,0.584,0.00111,0.112,0.262,102.101,4,latino
2804,Stevie Wonder,At The Close Of A Century,I Just Called To Say I Love You,262240,False,0.748,0.551,1,-9.054,1,0.0239,0.243,1.57e-06,0.0943,0.65,113.535,4,soul
2805,Ricky Rich;Dardan;DJ Gimi-O,Habibi (Albanian Remix),Habibi - Albanian Remix,129589,False,0.639,0.728,4,-7.065,0,0.0301,0.0223,0.00384,0.68,0.0996,103.966,4,pop
2806,LiSA,LEO-NiNE,紅蓮華,237586,False,0.541,0.977,4,-2.828,0,0.157,0.00321,5.13e-05,0.0796,0.263,134.938,4,rock
2807,Måneskin,Chosen,Beggin',211560,False,0.714,0.8,11,-4.808,0,0.0504,0.127,0.0,0.359,0.589,134.002,4,indie-pop
2808,Wham!,Make It Big,Wake Me Up Before You Go-Go,231333,False,0.62,0.573,0,-11.893,1,0.0423,0.271,0.0,0.0607,0.897,81.548,4,synth-pop
2809,Aitana;Nicki Nicole,Formentera,Formentera,207333,False,0.781,0.645,1,-4.136,0,0.0399,0.0903,1.58e-06,0.226,0.803,128.007,4,spanish
2810,AnnenMayKantereit;Giant Rooks,Tom's Diner,Tom's Diner,269333,False,0.68,0.428,6,-8.107,0,0.135,0.376,0.000344,0.355,0.334,98.222,4,songwriter
2811,AP Dhillon;Gurinder Gill,HIDDEN GEMS,TERE TE,114418,False,0.692,0.488,7,-10.96,0,0.135,0.0508,0.0,0.154,0.299,171.9,4,hip-hop
2812,OneRepublic,Native,Counting Stars,257266,False,0.664,0.705,1,-4.972,0,0.0382,0.0654,0.0,0.118,0.477,122.016,4,piano
2813,Alan Walker;Imanbek,Sweet Dreams,Sweet Dreams,138819,False,0.766,0.817,7,-4.253,1,0.035,0.0239,2.49e-06,0.159,0.43,125.033,4,electro
2814,Hoobastank,The Reason (15th Anniversary Deluxe),The Reason,232800,False,0.472,0.671,4,-4.649,1,0.029,0.0129,0.0,0.159,0.0681,82.952,4,grunge
2815,AnnenMayKantereit;Giant Rooks,Tom's Diner,Tom's Diner,269333,False,0.68,0.428,6,-8.107,0,0.135,0.376,0.000344,0.355,0.334,98.222,4,indie
2816,Akon;Eminem,Konvicted,Smack That,212360,True,0.939,0.742,5,-5.171,0,0.0467,0.321,0.0,0.107,0.924,118.978,4,dance
2817,Bad Bunny;Jhayco,Un Verano Sin Ti,Tarot,237894,True,0.795,0.684,11,-3.971,0,0.0419,0.0225,0.0,0.658,0.419,114.011,4,latin
2818,BTS,Proof,Run BTS,204939,False,0.724,0.818,8,-3.747,1,0.168,0.0201,0.0,0.0358,0.696,77.004,4,k-pop
2819,Lykke Li,sex money feelings die (slowed version),sex money feelings die - slowed version,168810,True,0.797,0.44,5,-6.587,0,0.0594,0.471,1.57e-06,0.0849,0.436,111.014,4,electro
2820,Sleepy Hallow,Still Sleep?,2055,123986,True,0.829,0.512,6,-5.865,0,0.187,0.492,0.0,0.12,0.638,80.511,4,r-n-b
2821,The White Stripes,Elephant,Seven Nation Army,232106,False,0.743,0.446,4,-7.807,0,0.0683,0.0039,0.118,0.337,0.278,123.596,4,blues
2822,Green Day,American Idiot,American Idiot,176346,True,0.38,0.988,1,-2.042,1,0.0639,2.64e-05,7.86e-05,0.368,0.769,186.113,4,punk
2823,Daddy Yankee,Barrio Fino (Bonus Track Version),Gasolina,192600,False,0.852,0.797,0,-6.543,1,0.0614,0.322,2.69e-06,0.0845,0.741,96.008,4,reggae
2824,The Smiths,Hatful of Hollow,Heaven Knows I'm Miserable Now - 2011 Remaster,215760,False,0.609,0.759,6,-4.862,1,0.0276,0.028,0.0,0.183,0.774,114.045,4,punk
2825,Van Halen,1984 (Remastered),Jump - 2015 Remaster,241599,False,0.572,0.835,0,-6.219,1,0.0317,0.171,0.000377,0.0702,0.795,129.981,4,hard-rock
2826,G-Eazy;Bebe Rexha,When It's Dark Out,"Me, Myself & I",251466,True,0.756,0.674,0,-6.518,0,0.0959,0.0184,0.0,0.158,0.389,111.995,4,indie-pop
2827,TOMORROW X TOGETHER,minisode 2: Thursday's Child,Good Boy Gone Bad,191038,False,0.475,0.695,1,-5.919,1,0.102,0.0159,0.0,0.125,0.552,100.009,4,k-pop
2828,A.R. Rahman;Madhushree,Vendhu Thanindhathu Kaadu (Original Motion Picture Soundtrack),Mallipoo,245365,False,0.715,0.654,2,-7.266,1,0.336,0.196,0.000117,0.0667,0.762,175.589,3,pop
2829,Cigarettes After Sex,Cigarettes After Sex,Sweet,292110,False,0.45,0.511,6,-9.073,1,0.0276,0.353,0.766,0.139,0.115,96.563,4,indie
2830,Luke Bryan,Crash My Party,Play It Again,226866,False,0.506,0.886,11,-3.225,1,0.0655,0.0916,0.0,0.0734,0.595,143.935,4,country
2831,Måneskin,Teatro d'ira - Vol. I,ZITTI E BUONI,194786,True,0.625,0.939,4,-3.115,0,0.0669,0.00138,0.0,0.424,0.644,102.999,4,indie-pop
2832,James Hype;Miggy Dela Rosa,Ferrari,Ferrari,186661,False,0.847,0.69,1,-7.877,0,0.0493,0.0127,6e-05,0.0526,0.692,125.004,4,dance
2833,Lost Frequencies;James Arthur,Questions,Questions,177156,False,0.599,0.713,11,-7.008,1,0.0542,0.405,2.53e-05,0.266,0.518,123.962,4,edm
2834,Cheat Codes;Russell Dickerson,I Remember,I Remember,168117,False,0.57,0.737,1,-4.27,0,0.0685,0.0314,0.0,0.248,0.621,100.052,4,electro
2835,J Balvin;Bad Bunny,OASIS,QUE PRETENDES,222346,False,0.639,0.791,10,-4.443,0,0.253,0.0275,0.0,0.362,0.939,92.603,4,reggaeton
2836,Imagine Dragons,Smoke + Mirrors (Deluxe),Warriors,171040,False,0.365,0.851,4,-6.238,0,0.0645,0.0964,0.003,0.237,0.309,78.086,4,rock
2837,Sub Urban,Cradles,Cradles,209829,False,0.537,0.586,6,-1.864,1,0.314,0.265,7.04e-05,0.175,0.624,79.056,4,indie
2838,Foo Fighters,The Colour And The Shape,Everlong,250546,False,0.413,0.881,11,-5.541,0,0.0367,5.99e-05,0.000308,0.0805,0.364,158.066,4,alternative
2839,Niall Horan,Flicker (Deluxe),This Town,232852,False,0.677,0.401,9,-8.467,1,0.0308,0.712,0.0,0.116,0.195,111.825,4,dance
2840,Red Hot Chili Peppers,Stadium Arcadium,Dani California,282160,False,0.556,0.913,0,-2.36,1,0.0437,0.0193,8.59e-06,0.346,0.73,96.184,4,funk
2841,George Ezra,Green Green Grass,Green Green Grass,167613,False,0.685,0.738,8,-4.413,1,0.0595,0.0695,0.0,0.128,0.8,112.972,4,singer-songwriter
2842,Gorillaz;Tame Impala;Bootie Brown,New Gold (feat. Tame Impala and Bootie Brown),New Gold (feat. Tame Impala and Bootie Brown),215149,True,0.695,0.923,1,-3.93,0,0.0522,0.0425,0.0469,0.116,0.551,108.014,3,alternative
2843,Bee Gees,Staying Alive (Original Motion Picture Soundtrack),Stayin' Alive,92866,False,0.707,0.535,10,-19.793,0,0.0436,0.113,0.00615,0.0884,0.641,103.644,4,disco
2844,Ruth B.;slater,Dandelions (slowed + reverb),Dandelions - slowed + reverb,268717,False,0.573,0.715,8,-3.293,0,0.0256,0.0444,0.0,0.0898,0.258,101.699,3,pop
2845,Elvis Presley,Elvis (Fool),Burning Love,170293,False,0.66,0.748,2,-11.206,1,0.0284,0.0993,0.00585,0.283,0.972,143.549,4,rock-n-roll
2846,Regard,Ride It,Ride It,157605,False,0.88,0.751,7,-4.258,0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,4,edm
2847,BTS,Proof,For Youth,264480,False,0.633,0.511,2,-5.665,1,0.0368,0.434,0.0,0.248,0.29,116.855,3,k-pop
2848,Red Hot Chili Peppers,Californication (Deluxe Edition),Otherside,255373,False,0.458,0.795,0,-3.265,1,0.0574,0.00316,0.000202,0.0756,0.513,123.229,4,funk
2849,Eminem;Rihanna,Recovery,Love The Way You Lie,263373,True,0.749,0.925,10,-5.034,1,0.227,0.241,0.0,0.52,0.641,86.989,4,hip-hop
2850,Tiësto;KAROL G,Don't Be Shy,Don't Be Shy,140500,True,0.77,0.787,11,-3.748,0,0.0583,0.198,0.0,0.262,0.513,119.986,4,house
2851,America;George Martin,America,A Horse with No Name,252239,False,0.654,0.506,11,-17.18,0,0.0535,0.686,0.0155,0.155,0.831,123.179,4,country
2852,Bad Bunny,Yonaguni,Yonaguni,206710,True,0.644,0.648,1,-4.601,1,0.118,0.276,0.0,0.135,0.44,179.951,4,latino
